year,res_multiplier,alpha_kwh_t,total_load_twh,solar_twh,onwind_twh,ocgt_twh,lignite_twh,co2_t
2045,4.0,480.0,628.5118015900001,92.18688140046515,519.3058387110003,1.2478882332208994,2.5237321736505356,15831188.600318404
