year,weather_year,status,res_multiplier,alpha_kwh_t,ets_eur_tco2,total_load_twh,solar_twh,onwind_twh,ocgt_twh,lignite_twh,load_shedding_twh,co2_t
2045,2000,infeasible,4.0,480.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
